sorghum3	maize1_v4
Sobic.009G230800	Zm00001d038996
Sobic.009G230900	Zm00001d038997
Sobic.009G231200	Zm00001d038998
Sobic.009G231300	Zm00001d038999
Sobic.009G231400	Zm00001d039000
Sobic.009G231600	Zm00001d039004
Sobic.009G231700	Zm00001d039005
Sobic.009G231800	Zm00001d039006
Sobic.009G231900	Zm00001d039007
Sobic.009G232200	Zm00001d039010
Sobic.009G232266	Zm00001d039011
Sobic.009G232400	Zm00001d039012
Sobic.009G232500	Zm00001d039013
Sobic.009G232700	Zm00001d039014
Sobic.009G232800	Zm00001d039015
Sobic.009G232900	Zm00001d039016
Sobic.009G233000	Zm00001d039017
Sobic.009G233100	Zm00001d039019
Sobic.009G233300	Zm00001d039020
Sobic.009G233400	Zm00001d039020
Sobic.009G233500	Zm00001d039021
Sobic.009G233600	Zm00001d039026
Sobic.009G233800	Zm00001d039029
Sobic.009G234000	Zm00001d039031
Sobic.009G234100	Zm00001d039032
Sobic.009G234200	Zm00001d039036
Sobic.009G234300	Zm00001d039037
Sobic.009G234400	Zm00001d039038
Sobic.009G234500	Zm00001d039039
Sobic.009G234600	Zm00001d039040
Sobic.009G234700	Zm00001d039041
Sobic.009G234800	Zm00001d039043
Sobic.009G234900	Zm00001d039044
Sobic.009G235000	Zm00001d039046
Sobic.009G235200	Zm00001d039047
Sobic.009G235500	Zm00001d039049
Sobic.009G235300	Zm00001d039050
Sobic.009G235600	Zm00001d039051
Sobic.009G235700	Zm00001d039051
Sobic.009G235900	Zm00001d039051
Sobic.009G236100	Zm00001d039053
Sobic.009G236500	Zm00001d039055
Sobic.009G236600	Zm00001d039056
Sobic.009G236700	Zm00001d039057
Sobic.009G236800	Zm00001d039058
Sobic.009G237000	Zm00001d039059
Sobic.009G237100	Zm00001d039061
Sobic.009G237400	Zm00001d039062
Sobic.009G237500	Zm00001d039064
Sobic.009G237600	Zm00001d039065
Sobic.009G237700	Zm00001d039066
Sobic.009G237800	Zm00001d039070
Sobic.009G237900	Zm00001d039071
Sobic.009G238000	Zm00001d039072
Sobic.009G238300	Zm00001d039076
Sobic.009G238500	Zm00001d039077
Sobic.009G238700	Zm00001d039078
Sobic.009G238900	Zm00001d039079
Sobic.009G239000	Zm00001d039080
Sobic.009G239301	Zm00001d039081
Sobic.009G239500	Zm00001d039081
Sobic.009G239700	Zm00001d039082
Sobic.009G239800	Zm00001d039083
Sobic.009G239900	Zm00001d039084
Sobic.009G240000	Zm00001d039085
Sobic.009G240300	Zm00001d039086
Sobic.009G240500	Zm00001d039087
Sobic.009G240600	Zm00001d039088
Sobic.009G240700	Zm00001d039089
Sobic.009G240400	Zm00001d039090
Sobic.009G240900	Zm00001d039091
Sobic.009G241000	Zm00001d039094
Sobic.009G241200	Zm00001d039096
Sobic.009G241300	Zm00001d039098
Sobic.009G241400	Zm00001d039099
Sobic.009G241500	Zm00001d039100
Sobic.009G241600	Zm00001d039101
Sobic.009G241700	Zm00001d039102
Sobic.009G241801	Zm00001d039103
Sobic.009G242100	Zm00001d039104
Sobic.009G242200	Zm00001d039105
Sobic.009G242400	Zm00001d039106
Sobic.009G242501	Zm00001d039108
Sobic.009G242600	Zm00001d039109
Sobic.009G242700	Zm00001d039110
Sobic.009G243100	Zm00001d039111
Sobic.009G243200	Zm00001d039112
Sobic.009G243600	Zm00001d039113
Sobic.009G243900	Zm00001d039115
Sobic.009G244000	Zm00001d039116
Sobic.009G244200	Zm00001d039116
Sobic.009G244300	Zm00001d039118
Sobic.009G244600	Zm00001d039119
Sobic.009G244700	Zm00001d039120
Sobic.009G244800	Zm00001d039121
Sobic.009G245000	Zm00001d039131
Sobic.009G245400	Zm00001d039133
Sobic.009G245700	Zm00001d039135
Sobic.009G245800	Zm00001d039138
Sobic.009G246100	Zm00001d039139
Sobic.009G246200	Zm00001d039140
Sobic.009G246300	Zm00001d039141
Sobic.009G246400	Zm00001d039142
Sobic.009G246700	Zm00001d039144
Sobic.009G246950	Zm00001d039145
Sobic.009G247100	Zm00001d039146
Sobic.009G247400	Zm00001d039147
Sobic.009G248000	Zm00001d039148
Sobic.009G248500	Zm00001d039150
Sobic.009G248600	Zm00001d039150
Sobic.009G248700	Zm00001d039150
Sobic.009G258400	Zm00001d039154
Sobic.009G257500	Zm00001d039155
Sobic.009G257300	Zm00001d039156
Sobic.009G256000	Zm00001d039157
Sobic.009G256200	Zm00001d039158
Sobic.009G256400	Zm00001d039160
Sobic.009G257200	Zm00001d039162
Sobic.009G255900	Zm00001d039163
Sobic.009G255600	Zm00001d039165
Sobic.009G255500	Zm00001d039166
Sobic.009G255300	Zm00001d039167
Sobic.009G255200	Zm00001d039169
Sobic.009G255100	Zm00001d039173
Sobic.009G254900	Zm00001d039174
Sobic.009G254600	Zm00001d039175
Sobic.009G254700	Zm00001d039175
Sobic.009G254500	Zm00001d039176
Sobic.009G254400	Zm00001d039177
Sobic.009G254200	Zm00001d039179
Sobic.009G254000	Zm00001d039180
Sobic.009G253000	Zm00001d039181
Sobic.009G253200	Zm00001d039181
Sobic.009G252800	Zm00001d039182
Sobic.009G252500	Zm00001d039183
Sobic.009G252600	Zm00001d039183
Sobic.009G252400	Zm00001d039184
Sobic.009G252300	Zm00001d039185
Sobic.009G251800	Zm00001d039188
Sobic.009G251500	Zm00001d039189
Sobic.009G251300	Zm00001d039190
Sobic.009G250900	Zm00001d039192
Sobic.009G250700	Zm00001d039193
Sobic.009G250400	Zm00001d039194
Sobic.009G250300	Zm00001d039195
Sobic.009G249700	Zm00001d039196
Sobic.009G249600	Zm00001d039197
Sobic.009G249500	Zm00001d039200
Sobic.009G258500	Zm00001d039211
Sobic.009G258700	Zm00001d039212
Sobic.009G260000	Zm00001d039213
Sobic.009G259900	Zm00001d039214
Sobic.009G259800	Zm00001d039216
Sobic.009G259600	Zm00001d039217
Sobic.009G259500	Zm00001d039218
Sobic.009G259400	Zm00001d039219
Sobic.009G259200	Zm00001d039221
Sobic.009G259100	Zm00001d039222
Sobic.009G260900	Zm00001d039224
Sobic.003G000100	Zm00001d039238
Sobic.003G000200	Zm00001d039240
Sobic.003G000400	Zm00001d039241
Sobic.003G000500	Zm00001d039243
Sobic.003G000600	Zm00001d039245
Sobic.003G000700	Zm00001d039249
Sobic.003G000800	Zm00001d039250
Sobic.003G000900	Zm00001d039251
Sobic.003G001100	Zm00001d039252
Sobic.003G001200	Zm00001d039253
Sobic.003G001300	Zm00001d039254
Sobic.003G001400	Zm00001d039255
Sobic.003G001500	Zm00001d039256
Sobic.003G002300	Zm00001d039258
Sobic.003G002400	Zm00001d039259
Sobic.003G002600	Zm00001d039260
Sobic.003G002800	Zm00001d039262
Sobic.003G003000	Zm00001d039263
Sobic.003G003200	Zm00001d039264
Sobic.003G003450	Zm00001d039265
Sobic.003G003600	Zm00001d039266
Sobic.003G003700	Zm00001d039266
Sobic.003G003800	Zm00001d039267
Sobic.003G004100	Zm00001d039268
Sobic.003G004200	Zm00001d039270
Sobic.003G004500	Zm00001d039271
Sobic.003G004600	Zm00001d039272
Sobic.003G004700	Zm00001d039273
Sobic.003G004800	Zm00001d039274
Sobic.003G004900	Zm00001d039274
Sobic.003G005200	Zm00001d039278
Sobic.003G005266	Zm00001d039279
Sobic.003G005600	Zm00001d039280
Sobic.003G005700	Zm00001d039282
Sobic.003G005800	Zm00001d039283
Sobic.003G005900	Zm00001d039284
Sobic.003G006200	Zm00001d039285
Sobic.003G006300	Zm00001d039287
Sobic.003G006500	Zm00001d039292
Sobic.003G006600	Zm00001d039293
Sobic.003G007200	Zm00001d039293
Sobic.003G006833	Zm00001d039294
Sobic.003G007300	Zm00001d039294
Sobic.003G007400	Zm00001d039295
Sobic.003G007500	Zm00001d039296
Sobic.003G007600	Zm00001d039297
Sobic.003G007700	Zm00001d039300
Sobic.003G007800	Zm00001d039301
Sobic.003G007900	Zm00001d039301
Sobic.003G008100	Zm00001d039302
Sobic.003G008200	Zm00001d039303
Sobic.003G008300	Zm00001d039303
Sobic.003G008500	Zm00001d039304
Sobic.003G008600	Zm00001d039305
Sobic.003G008700	Zm00001d039306
Sobic.003G009800	Zm00001d039309
Sobic.003G009700	Zm00001d039310
Sobic.003G009900	Zm00001d039310
Sobic.003G010000	Zm00001d039310
Sobic.003G010100	Zm00001d039310
Sobic.003G010200	Zm00001d039310
Sobic.003G010300	Zm00001d039310
Sobic.003G010500	Zm00001d039311
Sobic.003G010600	Zm00001d039312
Sobic.003G010700	Zm00001d039313
Sobic.003G010800	Zm00001d039314
Sobic.003G011000	Zm00001d039315
Sobic.003G011100	Zm00001d039316
Sobic.003G011200	Zm00001d039318
Sobic.003G012000	Zm00001d039319
Sobic.003G012100	Zm00001d039321
Sobic.003G012400	Zm00001d039323
Sobic.003G012800	Zm00001d039324
Sobic.003G013000	Zm00001d039325
Sobic.003G013100	Zm00001d039326
Sobic.003G013400	Zm00001d039327
Sobic.003G013700	Zm00001d039330
Sobic.003G013800	Zm00001d039331
Sobic.003G014000	Zm00001d039337
Sobic.003G014300	Zm00001d039338
Sobic.003G014400	Zm00001d039339
Sobic.003G014500	Zm00001d039341
Sobic.003G014900	Zm00001d039343
Sobic.003G015100	Zm00001d039345
Sobic.003G015000	Zm00001d039346
Sobic.003G015200	Zm00001d039347
Sobic.003G015400	Zm00001d039348
Sobic.003G015600	Zm00001d039349
Sobic.003G015900	Zm00001d039350
Sobic.003G016100	Zm00001d039351
Sobic.003G016200	Zm00001d039352
Sobic.003G016400	Zm00001d039354
Sobic.003G016500	Zm00001d039355
Sobic.003G016600	Zm00001d039355
Sobic.003G019700	Zm00001d039355
Sobic.003G017400	Zm00001d039361
Sobic.003G017500	Zm00001d039362
Sobic.003G017700	Zm00001d039363
Sobic.003G017800	Zm00001d039364
Sobic.003G021200	Zm00001d039365
Sobic.003G020600	Zm00001d039366
Sobic.003G019400	Zm00001d039367
Sobic.003G019300	Zm00001d039368
Sobic.003G018900	Zm00001d039369
Sobic.003G019000	Zm00001d039369
Sobic.003G018800	Zm00001d039370
Sobic.003G018700	Zm00001d039371
Sobic.003G018600	Zm00001d039372
Sobic.003G018400	Zm00001d039375
Sobic.003G018000	Zm00001d039378
Sobic.003G021500	Zm00001d039379
Sobic.003G021600	Zm00001d039380
Sobic.003G021800	Zm00001d039383
Sobic.003G021900	Zm00001d039384
Sobic.003G022000	Zm00001d039385
Sobic.003G022300	Zm00001d039387
Sobic.003G022400	Zm00001d039390
Sobic.003G022500	Zm00001d039391
Sobic.003G022600	Zm00001d039392
Sobic.003G022700	Zm00001d039394
Sobic.003G022800	Zm00001d039395
Sobic.003G022900	Zm00001d039400
Sobic.003G023000	Zm00001d039401
Sobic.003G023100	Zm00001d039402
Sobic.003G023300	Zm00001d039403
Sobic.003G023500	Zm00001d039404
Sobic.003G024100	Zm00001d039406
Sobic.003G024800	Zm00001d039407
Sobic.003G024900	Zm00001d039408
Sobic.003G025000	Zm00001d039408
Sobic.003G029700	Zm00001d039409
Sobic.003G029600	Zm00001d039411
Sobic.003G029400	Zm00001d039412
Sobic.003G029300	Zm00001d039414
Sobic.003G029000	Zm00001d039415
Sobic.003G029200	Zm00001d039415
Sobic.003G028900	Zm00001d039416
Sobic.003G028800	Zm00001d039420
Sobic.003G028600	Zm00001d039422
Sobic.003G028500	Zm00001d039423
Sobic.003G028000	Zm00001d039424
Sobic.003G027800	Zm00001d039425
Sobic.003G027600	Zm00001d039426
Sobic.003G027700	Zm00001d039426
Sobic.003G027500	Zm00001d039427
Sobic.003G027400	Zm00001d039428
Sobic.003G027300	Zm00001d039429
Sobic.003G027200	Zm00001d039430
Sobic.003G027100	Zm00001d039432
Sobic.003G027000	Zm00001d039434
Sobic.003G026900	Zm00001d039435
Sobic.003G026700	Zm00001d039437
Sobic.003G026300	Zm00001d039439
Sobic.003G026200	Zm00001d039441
Sobic.003G025700	Zm00001d039444
Sobic.003G025600	Zm00001d039446
Sobic.003G030100	Zm00001d039449
Sobic.003G030200	Zm00001d039450
Sobic.003G030400	Zm00001d039451
Sobic.003G030500	Zm00001d039452
Sobic.003G030600	Zm00001d039453
Sobic.003G030700	Zm00001d039454
Sobic.003G030800	Zm00001d039455
Sobic.003G030900	Zm00001d039456
Sobic.003G031100	Zm00001d039459
Sobic.003G031200	Zm00001d039460
Sobic.003G031400	Zm00001d039461
Sobic.003G031500	Zm00001d039464
Sobic.003G031700	Zm00001d039465
Sobic.003G031800	Zm00001d039467
Sobic.003G031900	Zm00001d039468
Sobic.003G032000	Zm00001d039469
Sobic.003G032200	Zm00001d039471
Sobic.003G032900	Zm00001d039472
Sobic.003G033000	Zm00001d039475
Sobic.003G033100	Zm00001d039477
Sobic.003G033300	Zm00001d039480
Sobic.003G033200	Zm00001d039481
Sobic.003G033500	Zm00001d039482
Sobic.003G033900	Zm00001d039487
Sobic.003G034000	Zm00001d039488
Sobic.003G034100	Zm00001d039489
Sobic.003G034300	Zm00001d039492
Sobic.003G034400	Zm00001d039495
Sobic.003G034500	Zm00001d039496
Sobic.003G034600	Zm00001d039498
Sobic.003G034700	Zm00001d039499
Sobic.003G034900	Zm00001d039505
Sobic.003G035100	Zm00001d039506
Sobic.003G035400	Zm00001d039510
Sobic.003G035500	Zm00001d039512
Sobic.003G035700	Zm00001d039513
Sobic.003G035900	Zm00001d039514
Sobic.003G036400	Zm00001d039518
Sobic.003G036500	Zm00001d039519
Sobic.003G036700	Zm00001d039520
Sobic.003G036800	Zm00001d039521
Sobic.003G036900	Zm00001d039522
Sobic.003G037000	Zm00001d039526
Sobic.003G037100	Zm00001d039527
Sobic.003G037200	Zm00001d039529
Sobic.003G037300	Zm00001d039530
Sobic.003G037400	Zm00001d039531
Sobic.003G037500	Zm00001d039532
Sobic.003G037600	Zm00001d039533
Sobic.003G037700	Zm00001d039534
Sobic.003G037800	Zm00001d039535
Sobic.003G037900	Zm00001d039541
Sobic.003G038000	Zm00001d039542
Sobic.003G038100	Zm00001d039547
Sobic.003G038200	Zm00001d039548
Sobic.003G038400	Zm00001d039549
Sobic.003G038500	Zm00001d039551
Sobic.003G038600	Zm00001d039560
Sobic.003G039100	Zm00001d039565
Sobic.003G039400	Zm00001d039566
Sobic.003G039500	Zm00001d039568
Sobic.003G039600	Zm00001d039571
Sobic.003G039800	Zm00001d039571
Sobic.003G039700	Zm00001d039575
Sobic.003G039900	Zm00001d039576
Sobic.003G040000	Zm00001d039578
Sobic.003G040100	Zm00001d039579
Sobic.003G040200	Zm00001d039580
Sobic.003G040500	Zm00001d039581
Sobic.003G040600	Zm00001d039582
Sobic.003G040800	Zm00001d039584
Sobic.003G040900	Zm00001d039589
Sobic.003G041100	Zm00001d039590
Sobic.003G041200	Zm00001d039591
Sobic.003G041300	Zm00001d039594
Sobic.003G041400	Zm00001d039595
Sobic.003G041700	Zm00001d039596
Sobic.003G041900	Zm00001d039597
Sobic.003G042100	Zm00001d039598
Sobic.003G042200	Zm00001d039600
Sobic.003G042700	Zm00001d039606
Sobic.003G042900	Zm00001d039607
Sobic.003G043000	Zm00001d039608
Sobic.003G043100	Zm00001d039611
Sobic.003G043200	Zm00001d039612
Sobic.003G043300	Zm00001d039613
Sobic.003G043400	Zm00001d039614
Sobic.003G043600	Zm00001d039615
Sobic.003G043800	Zm00001d039616
Sobic.003G043900	Zm00001d039617
Sobic.003G044000	Zm00001d039618
Sobic.003G044100	Zm00001d039619
Sobic.003G044300	Zm00001d039620
Sobic.003G044600	Zm00001d039621
Sobic.003G044700	Zm00001d039623
Sobic.003G044900	Zm00001d039624
Sobic.003G045000	Zm00001d039625
Sobic.003G045100	Zm00001d039626
Sobic.003G045600	Zm00001d039628
Sobic.003G045700	Zm00001d039631
Sobic.003G045900	Zm00001d039634
Sobic.003G046600	Zm00001d039635
Sobic.003G046700	Zm00001d039636
Sobic.003G046800	Zm00001d039637
Sobic.003G047200	Zm00001d039638
Sobic.003G047300	Zm00001d039639
Sobic.003G047500	Zm00001d039642
Sobic.003G047600	Zm00001d039642
Sobic.003G047700	Zm00001d039643
Sobic.003G047800	Zm00001d039643
Sobic.003G047900	Zm00001d039647
Sobic.003G048000	Zm00001d039648
Sobic.003G048200	Zm00001d039650
Sobic.003G048500	Zm00001d039653
Sobic.003G048700	Zm00001d039654
Sobic.003G049200	Zm00001d039656
Sobic.003G049300	Zm00001d039657
Sobic.003G049400	Zm00001d039658
Sobic.003G049600	Zm00001d039660
Sobic.003G049700	Zm00001d039661
Sobic.003G049800	Zm00001d039663
Sobic.003G050000	Zm00001d039667
Sobic.003G050100	Zm00001d039668
Sobic.003G050400	Zm00001d039670
Sobic.003G050700	Zm00001d039673
Sobic.003G050800	Zm00001d039674
Sobic.003G050900	Zm00001d039675
Sobic.003G051000	Zm00001d039677
Sobic.003G051100	Zm00001d039678
Sobic.003G051500	Zm00001d039680
Sobic.003G051800	Zm00001d039681
Sobic.003G052000	Zm00001d039682
Sobic.003G052200	Zm00001d039683
Sobic.003G052300	Zm00001d039685
Sobic.003G052400	Zm00001d039686
Sobic.003G052500	Zm00001d039687
Sobic.003G052700	Zm00001d039691
Sobic.003G052800	Zm00001d039693
Sobic.003G052900	Zm00001d039694
Sobic.003G053200	Zm00001d039700
Sobic.003G053400	Zm00001d039701
Sobic.003G053500	Zm00001d039701
Sobic.003G053600	Zm00001d039701
Sobic.003G053700	Zm00001d039702
Sobic.003G053800	Zm00001d039703
Sobic.003G053900	Zm00001d039706
Sobic.003G054100	Zm00001d039709
Sobic.003G054200	Zm00001d039710
Sobic.003G054400	Zm00001d039711
Sobic.003G054900	Zm00001d039712
Sobic.003G055000	Zm00001d039714
Sobic.003G055300	Zm00001d039715
Sobic.003G055400	Zm00001d039716
Sobic.003G055500	Zm00001d039717
Sobic.003G055600	Zm00001d039718
Sobic.003G055700	Zm00001d039719
Sobic.003G055800	Zm00001d039726
Sobic.003G055900	Zm00001d039727
Sobic.003G056000	Zm00001d039728
Sobic.003G056100	Zm00001d039729
Sobic.003G056500	Zm00001d039732
Sobic.003G056600	Zm00001d039733
Sobic.003G057100	Zm00001d039733
Sobic.003G057366	Zm00001d039733
Sobic.003G057600	Zm00001d039735
Sobic.003G058400	Zm00001d039739
Sobic.003G058500	Zm00001d039740
Sobic.003G058700	Zm00001d039745
Sobic.003G058800	Zm00001d039746
Sobic.003G058900	Zm00001d039747
Sobic.003G059000	Zm00001d039748
Sobic.003G059200	Zm00001d039750
Sobic.003G059300	Zm00001d039754
Sobic.003G059500	Zm00001d039754
Sobic.003G059400	Zm00001d039758
Sobic.003G059600	Zm00001d039763
Sobic.003G061400	Zm00001d039764
Sobic.003G061600	Zm00001d039766
Sobic.003G061800	Zm00001d039768
Sobic.003G061900	Zm00001d039769
Sobic.003G062000	Zm00001d039770
Sobic.003G062200	Zm00001d039771
Sobic.003G062800	Zm00001d039772
Sobic.003G062900	Zm00001d039772
Sobic.003G063200	Zm00001d039776
Sobic.003G063300	Zm00001d039780
Sobic.003G063400	Zm00001d039781
Sobic.003G063500	Zm00001d039782
Sobic.003G063600	Zm00001d039783
Sobic.003G064200	Zm00001d039785
Sobic.003G064300	Zm00001d039786
Sobic.003G064700	Zm00001d039787
Sobic.003G064800	Zm00001d039788
Sobic.003G065100	Zm00001d039791
Sobic.003G065300	Zm00001d039799
Sobic.003G065400	Zm00001d039799
Sobic.003G065501	Zm00001d039799
Sobic.003G065600	Zm00001d039799
Sobic.003G066600	Zm00001d039802
Sobic.003G066300	Zm00001d039805
Sobic.003G066500	Zm00001d039807
Sobic.003G067201	Zm00001d039808
Sobic.003G067100	Zm00001d039816
Sobic.003G066000	Zm00001d039817
Sobic.003G066200	Zm00001d039817
Sobic.003G067000	Zm00001d039817
Sobic.003G065800	Zm00001d039818
Sobic.003G065900	Zm00001d039818
Sobic.003G066900	Zm00001d039818
Sobic.003G067300	Zm00001d039821
Sobic.003G067500	Zm00001d039821
Sobic.003G067600	Zm00001d039822
Sobic.003G069601	Zm00001d039822
Sobic.003G068100	Zm00001d039824
Sobic.003G068200	Zm00001d039824
Sobic.003G068400	Zm00001d039824
Sobic.003G069750	Zm00001d039824
Sobic.003G067700	Zm00001d039825
Sobic.003G068000	Zm00001d039827
Sobic.003G068300	Zm00001d039833
Sobic.003G068600	Zm00001d039833
Sobic.003G068800	Zm00001d039833
Sobic.003G068900	Zm00001d039833
Sobic.003G068950	Zm00001d039833
Sobic.003G069000	Zm00001d039833
Sobic.003G069200	Zm00001d039833
Sobic.003G069300	Zm00001d039833
Sobic.003G069100	Zm00001d039841
Sobic.003G069500	Zm00001d039841
Sobic.003G069800	Zm00001d039842
Sobic.003G070200	Zm00001d039845
Sobic.003G070500	Zm00001d039847
Sobic.003G070600	Zm00001d039848
Sobic.003G070700	Zm00001d039851
Sobic.003G070900	Zm00001d039852
Sobic.003G071000	Zm00001d039854
Sobic.003G071100	Zm00001d039856
Sobic.003G071300	Zm00001d039856
Sobic.003G071400	Zm00001d039856
Sobic.003G071500	Zm00001d039856
Sobic.003G071700	Zm00001d039858
Sobic.003G071901	Zm00001d039859
Sobic.003G072200	Zm00001d039860
Sobic.003G072300	Zm00001d039865
Sobic.003G072400	Zm00001d039866
Sobic.003G072500	Zm00001d039867
Sobic.003G072900	Zm00001d039870
Sobic.003G073000	Zm00001d039871
Sobic.003G073900	Zm00001d039873
Sobic.003G074000	Zm00001d039874
Sobic.003G074100	Zm00001d039875
Sobic.003G074300	Zm00001d039878
Sobic.003G074400	Zm00001d039879
Sobic.003G074500	Zm00001d039880
Sobic.003G074600	Zm00001d039880
Sobic.003G074900	Zm00001d039881
Sobic.003G075000	Zm00001d039882
Sobic.003G075200	Zm00001d039883
Sobic.003G075500	Zm00001d039884
Sobic.003G075901	Zm00001d039891
Sobic.003G076100	Zm00001d039891
Sobic.003G076400	Zm00001d039892
Sobic.003G076500	Zm00001d039893
Sobic.003G076600	Zm00001d039893
Sobic.003G076700	Zm00001d039895
Sobic.003G076800	Zm00001d039898
Sobic.003G077300	Zm00001d039899
Sobic.003G077400	Zm00001d039900
Sobic.003G077500	Zm00001d039901
Sobic.003G077700	Zm00001d039903
Sobic.003G077900	Zm00001d039904
Sobic.003G078100	Zm00001d039907
Sobic.003G078200	Zm00001d039908
Sobic.003G078400	Zm00001d039910
Sobic.003G078300	Zm00001d039911
Sobic.003G078800	Zm00001d039916
Sobic.003G079100	Zm00001d039918
Sobic.003G079300	Zm00001d039919
Sobic.003G079400	Zm00001d039920
Sobic.003G079700	Zm00001d039921
Sobic.003G079800	Zm00001d039921
Sobic.003G080000	Zm00001d039921
Sobic.003G080100	Zm00001d039921
Sobic.003G080700	Zm00001d039923
Sobic.003G080300	Zm00001d039925
Sobic.003G081500	Zm00001d039925
Sobic.003G081100	Zm00001d039926
Sobic.003G081200	Zm00001d039927
Sobic.003G080500	Zm00001d039929
Sobic.003G081400	Zm00001d039929
Sobic.003G080400	Zm00001d039930
Sobic.003G080800	Zm00001d039931
Sobic.003G081700	Zm00001d039931
Sobic.003G081601	Zm00001d039931
Sobic.003G081800	Zm00001d039932
Sobic.003G082200	Zm00001d039933
Sobic.003G081900	Zm00001d039936
Sobic.003G082000	Zm00001d039936
Sobic.003G082100	Zm00001d039936
Sobic.003G082300	Zm00001d039941
Sobic.003G082500	Zm00001d039942
Sobic.003G082600	Zm00001d039944
Sobic.003G082700	Zm00001d039946
Sobic.003G082800	Zm00001d039947
Sobic.003G082900	Zm00001d039956
Sobic.003G083000	Zm00001d039958
Sobic.003G083200	Zm00001d039963
Sobic.003G083300	Zm00001d039965
Sobic.003G083400	Zm00001d039966
Sobic.003G083500	Zm00001d039967
Sobic.003G083600	Zm00001d039969
Sobic.003G083800	Zm00001d039969
Sobic.003G083700	Zm00001d039970
Sobic.003G083900	Zm00001d039971
Sobic.003G084000	Zm00001d039973
Sobic.003G084100	Zm00001d039974
Sobic.003G084200	Zm00001d039975
Sobic.003G084300	Zm00001d039976
Sobic.003G084400	Zm00001d039977
Sobic.003G084800	Zm00001d039983
Sobic.003G085100	Zm00001d039987
Sobic.003G085200	Zm00001d039988
Sobic.003G085700	Zm00001d039991
Sobic.003G085800	Zm00001d039993
Sobic.003G085900	Zm00001d039994
Sobic.003G086200	Zm00001d039997
Sobic.003G086300	Zm00001d040002
Sobic.003G086500	Zm00001d040003
Sobic.003G086600	Zm00001d040004
Sobic.003G086700	Zm00001d040005
Sobic.003G086800	Zm00001d040006
Sobic.003G086900	Zm00001d040008
Sobic.003G087000	Zm00001d040010
Sobic.003G087100	Zm00001d040011
Sobic.003G087300	Zm00001d040014
Sobic.003G087600	Zm00001d040019
Sobic.003G087900	Zm00001d040020
Sobic.003G088100	Zm00001d040023
Sobic.003G088400	Zm00001d040028
Sobic.003G088600	Zm00001d040033
Sobic.003G088800	Zm00001d040034
Sobic.003G088500	Zm00001d040035
Sobic.003G088900	Zm00001d040035
Sobic.003G089000	Zm00001d040036
Sobic.003G089100	Zm00001d040038
Sobic.003G089300	Zm00001d040040
Sobic.003G090300	Zm00001d040044
Sobic.003G091400	Zm00001d040046
Sobic.003G092700	Zm00001d040047
Sobic.003G092900	Zm00001d040048
Sobic.003G093000	Zm00001d040050
Sobic.003G093100	Zm00001d040051
Sobic.003G093400	Zm00001d040056
Sobic.003G093700	Zm00001d040057
Sobic.003G094600	Zm00001d040059
Sobic.003G094700	Zm00001d040060
Sobic.003G095100	Zm00001d040060
Sobic.003G094800	Zm00001d040061
Sobic.003G095200	Zm00001d040066
Sobic.003G095400	Zm00001d040067
Sobic.003G095600	Zm00001d040071
Sobic.003G095700	Zm00001d040075
Sobic.003G095800	Zm00001d040076
Sobic.003G095900	Zm00001d040082
Sobic.003G096000	Zm00001d040084
Sobic.003G096100	Zm00001d040089
Sobic.003G096300	Zm00001d040090
Sobic.003G096750	Zm00001d040094
Sobic.003G097100	Zm00001d040094
Sobic.003G097300	Zm00001d040097
Sobic.003G098000	Zm00001d040107
Sobic.003G098100	Zm00001d040108
Sobic.003G098200	Zm00001d040109
Sobic.003G098300	Zm00001d040110
Sobic.003G098500	Zm00001d040111
Sobic.003G098600	Zm00001d040112
Sobic.003G098800	Zm00001d040113
Sobic.003G098900	Zm00001d040116
Sobic.003G099166	Zm00001d040117
Sobic.003G101400	Zm00001d040123
Sobic.003G101300	Zm00001d040124
Sobic.003G101000	Zm00001d040125
Sobic.003G100900	Zm00001d040126
Sobic.003G100700	Zm00001d040127
Sobic.003G100600	Zm00001d040129
Sobic.003G100200	Zm00001d040130
Sobic.003G100400	Zm00001d040130
Sobic.003G099300	Zm00001d040142
Sobic.003G101850	Zm00001d040144
Sobic.003G102000	Zm00001d040147
Sobic.003G102100	Zm00001d040147
Sobic.003G102200	Zm00001d040148
Sobic.003G102300	Zm00001d040152
Sobic.003G102400	Zm00001d040154
Sobic.003G102500	Zm00001d040155
Sobic.003G102600	Zm00001d040157
Sobic.003G102800	Zm00001d040158
Sobic.003G103000	Zm00001d040160
Sobic.003G103200	Zm00001d040161
Sobic.003G103300	Zm00001d040163
Sobic.003G103400	Zm00001d040164
Sobic.003G103701	Zm00001d040166
Sobic.003G104100	Zm00001d040169
Sobic.003G104200	Zm00001d040171
Sobic.003G104350	Zm00001d040172
Sobic.003G104500	Zm00001d040173
Sobic.003G104600	Zm00001d040173
Sobic.003G104700	Zm00001d040178
Sobic.003G105000	Zm00001d040183
Sobic.003G105101	Zm00001d040185
Sobic.003G105200	Zm00001d040186
Sobic.003G105500	Zm00001d040188
Sobic.003G105600	Zm00001d040189
Sobic.003G105700	Zm00001d040190
Sobic.003G105900	Zm00001d040191
Sobic.003G106000	Zm00001d040192
Sobic.003G106200	Zm00001d040193
Sobic.003G106300	Zm00001d040196
Sobic.003G106400	Zm00001d040196
Sobic.003G106600	Zm00001d040196
Sobic.003G106800	Zm00001d040196
