Taxa	AGY_HRB	AGY_Overall	AGY_Taian	EH_HRB	EH_Overall	EH_SH	EH_Taian	ERN_HRB	ERN_Overall	ERN_Taian	KR_HRB	KR_Overall	KR_Taian	PH_HRB	PH_Overall	PH_SH	PH_Taian
ji846/N68a	1.561817987	1.456800431	1.456767402	0.440242079	0.451935463	0.485135768	0.458485271	0.059392665	0.001365236	-0.042236255	0.667726044	0.689414336	0.668229937	0.340247561	0.329194732	0.309450732	0.351432258
zaC546/N68a	1.956391779	1.657557108	1.513653981	0.605822138	0.519475196	0.5590861	0.43276521	0.132128921	0.104750102	0.082435835	0.587390269	0.624835309	0.625087781	0.419098393	0.384909928	0.354832	0.426877572
zaC546/ji846	1.125591625	1.004938207	0.955524018	0.497762725	0.337953117	0.315689668	0.240917112	0.118658639	0.089849521	0.072588798	0.341524872	0.400830164	0.42940918	0.290843204	0.254443895	0.243798548	0.250817514
luosu3/N68a	2.887189564	1.865297393	1.146559632	0.659931384	0.626398406	0.591348427	0.735978213	0.081990976	0.031573029	0.005609307	1.077050761	0.970578221	0.900980596	0.4490905	0.43981108	0.418048228	0.510102581
luosu3/ji846	1.639597709	1.187388999	0.761414043	0.674681127	0.578445655	0.527748715	0.643736429	0.114463618	0.043015131	0.001154659	0.730838746	0.590972649	0.467981462	0.378915459	0.348609835	0.319292913	0.377749982
luosu3/zaC546	1.837720235	1.309267699	0.994143753	0.67322229	0.440572146	0.219873685	0.606720245	0.160403835	0.08578511	0.044380816	0.807455059	0.665653827	0.570914934	0.392527039	0.361517518	0.289844163	0.471544387
PHW43/zaC546	1.650474021	1.57737106	1.552722483	0.86703714	0.6911454	0.744262274	0.55355338	0.20750639	0.174522417	0.140905474	0.544256671	0.59548206	0.633617358	0.420199699	0.375640321	0.334281263	0.404026925
KP3130/zaC546	1.526027054	1.424121373	1.479572428	0.567049962	0.437486842	0.397831516	0.414927549	0.181842925	0.160585912	0.136457602	0.717091005	0.752583403	0.785250791	0.307180666	0.279520688	0.268177026	0.285453819
KP3130/luosu3	2.25620671	1.905919929	1.767482957	0.572193183	0.455933543	0.427385802	0.459264377	0.12781084	0.106619744	0.098690588	1.260630527	1.004431704	0.850688946	0.308497763	0.317582369	0.309425367	0.371673538
KP3130/changK	2.942711725	2.395829918	2.006018154	0.418724837	0.385591585	0.365113475	0.442288175	0.261530208	0.20631825	0.152285859	1.243917603	1.044492935	0.88643186	0.332375911	0.33076555	0.335793324	0.340659814
KP3130/Sg1533	1.89049009	1.534814315	1.246076787	0.712756574	0.564906009	0.549193286	0.489461095	0.122879447	0.119832361	0.111463132	0.936300254	0.872080776	0.817870726	0.338981867	0.281963246	0.239192097	0.284158199
3335/huangchangb	2.013812462	1.544872447	1.21635522	0.527299031	0.523556742	0.523336274	0.60798591	0.14372188	0.148943294	0.156975689	0.509082429	0.565212647	0.607661944	0.360027619	0.354198288	0.341748518	0.388172981
3335/PHW43	1.488167948	1.306338908	1.203649827	0.439837625	0.291346497	0.132870123	0.358705751	0.283865738	0.232038791	0.179645267	0.387900467	0.471721348	0.540612619	0.376281993	0.315799032	0.268602997	0.327168296
3335/T24	1.826609882	1.463086748	1.21686352	0.64973549	0.511525887	0.462699921	0.484021929	0.087703939	0.053600655	0.044573292	0.542509738	0.573658288	0.595547434	0.462126373	0.350057807	0.281811002	0.354463964
E28/KP3130	2.293841939	1.598618294	1.038437823	0.397519146	0.375968093	0.413922755	0.350578252	0.233641726	0.236257796	0.224013353	1.153244834	0.920074272	0.726550882	0.343321231	0.324054816	0.325787984	0.317547187
E28/3335	1.721067638	1.091961464	0.666508097	0.320719564	0.330733715	0.411019842	0.305878564	0.181491857	0.134013921	0.088685086	0.538737934	0.465120241	0.374586041	0.433563897	0.387341172	0.403132421	0.353972287
K14/KP3130	2.960947795	2.283425927	1.846050871	0.860968134	0.800439973	0.904703536	0.72108368	0.159496735	0.108101305	0.058306049	1.057239692	1.011500617	1.001078211	0.421271662	0.444142823	0.480207479	0.461328016
K14/3335	2.956474728	2.083021029	1.42961589	0.797258545	0.704411402	0.910531491	0.508711046	0.290434034	0.22781713	0.169959021	0.704390469	0.655840489	0.596436687	0.525034899	0.495035769	0.521276492	0.484521036
K14/E28	NA	1.965728921	1.274498678	NA	0.688438948	NA	0.703082928	NA	0.212132949	0.136917855	NA	0.897279774	0.742554955	NA	0.618399021	NA	0.572621829
yi36/huangchangb	2.225405198	1.748577199	1.50068209	0.490571991	0.499626897	0.648020752	0.414440062	0.116343679	0.155241429	0.185674935	0.655874435	0.730678102	0.845880411	0.405684223	0.388101367	0.409390772	0.398989189
yi36/3335	2.265690701	1.770458783	1.345835188	0.545499235	0.427310741	0.365446872	0.438121399	0.104282173	0.108534009	0.112965623	0.564727201	0.656124902	0.765886502	0.394916308	0.336765402	0.295883363	0.378569019
yi36/E28	2.032835467	1.260165528	0.761089213	0.383594443	0.37547309	0.462924686	0.315075341	0.247909581	0.235972592	0.199882716	0.931148769	0.812818272	0.719639777	0.519410064	0.482567613	0.503690895	0.479355852
150-4/W9706	1.632547471	1.548488151	1.798924585	0.292327017	0.25025642	0.233429778	0.270350016	0.038201967	0.107852735	0.256398338	0.678097653	0.859169766	1.129603976	0.286004945	0.287471273	0.265161262	0.349602714
150-4/M101	1.89741772	1.712621808	1.650485891	0.429329554	0.449552563	0.600282437	0.372650148	0.184264433	0.15802925	0.148541483	0.741937177	0.80986067	0.928089184	0.299155212	0.274728497	0.294215694	0.250311266
150-4/8982	1.858040909	1.403929188	0.967896018	0.444481237	0.52171292	0.771844961	0.433423084	0.196030656	0.145841021	0.095191063	0.741834999	0.779326128	0.817798471	0.365966337	0.350608413	0.36085832	0.360071045
150-4/78551S	2.01529407	1.629786234	1.342374918	0.595261354	0.313155185	0.064201905	0.366558919	0.150550675	0.086160444	0.05068071	0.78942856	0.805712689	0.812107626	0.321956006	0.276478666	0.216032333	0.327252818
150-4/PHR30	1.665057224	1.4475332	1.287315178	0.664844279	0.539714867	0.465909689	0.55248319	0.151626055	0.108325786	0.080437968	0.716635577	0.638692704	0.575605323	0.342467933	0.316055836	0.263491423	0.375041119
DH65232-DH9/150-4	2.070288377	1.629985541	1.29451522	0.640642806	0.587089706	0.786218084	0.409687358	0.145421722	0.102657512	0.073414491	0.888512329	0.789581955	0.71651638	0.371107559	0.336038595	0.341423105	0.337634221
DH65232-DH9/78551S	2.267984508	2.156836834	2.054137146	0.91684115	0.49013342	0.236338172	0.412432581	0.229431157	0.155840956	0.078357034	0.651254671	0.842479801	1.080735478	0.383598692	0.356993642	0.309901332	0.427774227
DH65232-DH9/PHR30	1.412588442	1.391656282	1.50944817	0.639967411	0.700890735	0.829815111	0.753020936	0.045688087	0.05815121	0.071130529	0.764084398	0.764999436	0.791850526	0.394310239	0.404175316	0.400124181	0.466490254
P167/150-4	3.738005599	2.290919221	1.168801297	0.464100206	0.34044618	0.335350089	0.267569097	0.254256973	0.144973456	0.063852569	1.480846692	1.210322534	1.016371062	0.321444203	0.255783358	0.223157695	0.256010459
P167/PHR30	2.138393432	1.909490262	1.794313376	0.442266476	0.386418773	0.350481902	0.422424674	0.117226192	0.115533014	0.120083806	1.166566752	1.104370558	1.082446069	0.306469807	0.318827152	0.28815931	0.393130536
LH215/2005	1.48954069	2.162530081	3.902597276	0.549670612	0.520374642	0.379184559	0.781743005	0.129785212	0.23200109	0.349922442	0.867110461	1.033108237	1.295463979	0.345892682	0.336072822	0.264663517	0.437885139
LH215/150-4	1.014822069	1.172713358	1.620344672	0.702536198	0.490909923	0.358894334	0.472192692	0.19398912	0.129535653	0.082566196	0.863589484	0.805574544	0.769670563	0.342532612	0.268061202	0.205714993	0.276263812
LH215/P167	1.389808503	1.733746266	2.601720796	0.406202155	0.303702007	0.219986738	0.350181103	0.055771554	0.051049374	0.063065585	1.302046003	1.468269756	1.765675791	0.324906617	0.262934766	0.200509561	0.288046299
LH215/yun147	1.495502156	2.202947303	4.267822109	0.676613823	0.590061456	0.598770998	0.575474038	0.13299794	0.118531989	0.123650753	1.452978699	1.557845647	1.895484476	0.449058304	0.401984564	0.378650518	0.412478534
785/P167	2.703701622	1.897825104	1.292093816	0.453587957	0.35437789	0.416292656	0.22558898	0.091113617	0.072289685	0.066891738	1.337747411	1.292329603	1.286488492	0.335206325	0.294199902	0.267493082	0.307222267
84-126-15-1/equn3	2.197123197	1.345968042	0.716263329	0.556250696	0.542341514	0.66777386	0.458612471	0.057075047	0.082036582	0.096238965	0.511837557	0.562672282	0.589766799	0.478846818	0.455193892	0.485125353	0.442701226
84-126-15-1/M101	2.596665517	1.923015032	1.198579815	0.463524262	0.374222296	0.457075105	0.223720014	0.162738962	0.201957684	0.224603926	0.745765211	0.771946385	0.815762554	0.351095879	0.312345595	0.32425944	0.287554607
84-126-15-1/7327	1.892809449	1.288791696	0.845520268	0.282774188	0.274449252	0.364202624	0.195649921	0.1437413	0.153304351	0.140601486	0.46551886	0.578303961	0.679441671	0.415285194	0.401416986	0.449843609	0.374172834
84-126-15-1/7903E	1.51257037	1.487545238	1.620761751	0.630389832	0.437704478	0.394163552	0.32750776	0.062867993	0.147908199	0.219789055	0.427636141	0.576164525	0.753142789	0.52763649	0.447827265	0.460905496	0.40187763
84-126-15-1/dan598	2.405711322	1.77186298	1.243304958	0.531454034	0.458771685	0.568905109	0.307026673	0.064377027	0.127480955	0.168373268	0.709552886	0.653281868	0.566163436	0.450838297	0.414220598	0.473329924	0.357965468
84-126-15-1/P167	3.602697645	2.061491018	1.091554409	0.524471902	0.410295308	0.453654262	0.288783774	0.223676334	0.162763033	0.084144779	0.894017232	0.878348779	0.844551589	0.398715028	0.351763624	0.368501842	0.325288917
84-126-15-1/LH215	1.218194008	1.384418347	1.820844011	0.508007647	0.456738783	0.50263485	0.401041597	0.087838434	0.089266943	0.078684287	0.634954037	0.76908791	0.932022005	0.320634894	0.325998596	0.383847281	0.298420723
84-126-15-1/785	1.915049777	0.93526989	0.177112833	0.595433508	0.490112996	0.565177496	0.346012131	0.06128598	0.046916572	0.022058665	0.641460677	0.551252484	0.428937872	0.430008241	0.399889565	0.450664813	0.347494901
84-126-15-1/B7	3.595207258	2.098421675	0.912607317	0.998163447	0.552928111	0.399222883	0.325194504	0.122403241	0.032941706	-0.096109715	0.57862355	0.597222284	0.595797177	0.625409471	0.45088367	0.397917412	0.395053717
R31/785	1.515691684	1.478024774	1.599853142	0.371231404	0.400629503	0.564428712	0.300655923	0.135130304	0.155353632	0.17649017	0.97194578	1.06395263	1.202607536	0.203296922	0.267639337	0.314162599	0.305570289
R31/84-126-15-1	2.769999604	2.252468293	1.776120258	0.598360668	0.524498099	0.695812756	0.301923833	0.054020435	0.16213774	0.262669667	0.906091467	0.965363809	1.040920596	0.438715531	0.381788605	0.414352268	0.310387153
R31/shen5005	2.539276172	2.383895809	2.354143293	0.852145008	0.770368585	0.940738699	0.576999603	0.138521343	0.13228807	0.124147808	1.133638596	1.204904405	1.398670015	0.472719945	0.45395748	0.493932023	0.422588196
W968/785	1.29303385	1.209930629	1.191999439	0.483596423	0.481876961	0.644516971	0.349860231	0.131785653	0.104732957	0.075040746	0.782929637	0.73740212	0.697410933	0.379081041	0.356824888	0.394880332	0.315904548
W968/84-126-15-1	1.631743633	1.463470715	1.400792332	0.472042745	0.413125634	0.536416942	0.250146716	0.043820256	0.083739214	0.113509743	0.569828152	0.61098387	0.64921191	0.424355728	0.364660985	0.380422587	0.322062528
W968/R31	1.511077083	1.695762743	2.098244516	0.453860527	0.469508953	0.557349724	0.441618638	0.17978262	0.197909577	0.207926655	0.961164175	0.984731994	1.066347416	0.267745923	0.279600841	0.296277881	0.2965924
LH60/84-126-15-1	2.137718218	1.539588586	0.943842295	0.605001311	0.33703648	0.26265197	0.16574644	-0.003828052	-0.004354211	-0.013017164	0.520090989	0.565299981	0.589921526	0.397611603	0.275408203	0.23575435	0.219787531
LH60/R31	1.343352705	1.449055304	1.80547125	0.414784038	0.370208613	0.417683791	0.323088646	0.090237327	0.135513306	0.184528251	0.85713245	1.050805155	1.33309026	0.216612792	0.205720213	0.211321346	0.209350169
shen5005/R31	3.212227263	2.817544417	2.345117138	0.690467825	0.543066819	0.60127295	0.379702795	0.187084006	0.222072667	0.253959521	1.17706385	1.173517603	1.282822979	0.453993168	0.388432991	0.400122229	0.341295908
Va26/W968	1.15248271	1.15856138	1.256657329	0.491100523	0.570060915	0.685383899	0.621996549	0.074079627	0.095097803	0.111868417	0.564822779	0.586768672	0.602981777	0.341648986	0.374450514	0.418645804	0.388679459
Va26/shen5005	1.913443206	1.601956399	1.331563968	0.930645385	0.716224853	0.697577874	0.591962335	0.043803923	0.042307418	0.039471515	0.566006557	0.599997797	0.649790006	0.525687092	0.457278936	0.472731923	0.407009374
fu96/SW153	2.023902281	1.602571962	1.196696239	0.891601903	0.839186292	1.006513568	0.727094887	0.131120504	0.167723684	0.195642594	0.968937641	0.834679507	0.730094469	0.568917453	0.542438307	0.522021818	0.576623557
fu96/7236	1.741518282	1.3082128	1.019958952	0.406604163	0.414243799	0.497720744	0.380106399	0.095933991	0.116120499	0.126761685	0.780445535	0.749400829	0.719142543	0.320680075	0.310598168	0.326509401	0.300578895
fu96/ji833	2.139900246	1.512346199	1.053477143	0.377801514	0.321166066	0.436520999	0.158070045	0.186676364	0.213085955	0.228295278	0.764308957	0.720476803	0.70935356	0.372485394	0.345604116	0.363714752	0.324333033
fu96/SC30-1	1.732075536	1.422098089	1.117954117	0.527193633	0.488807746	0.610410434	0.360531196	0.082387547	0.060416779	0.018408527	0.722579842	0.703179777	0.682334158	0.39423151	0.372056729	0.41240036	0.330041608
fu96/BCC03	1.839151647	1.282099698	0.714998998	0.623145165	0.495627236	0.472379105	0.434765401	0.190623073	0.109783039	0.022210199	0.629692886	0.538994919	0.479550556	0.286687985	0.293637576	0.27405351	0.352782941
fu96/757	1.550961711	1.210260841	1.022322137	0.453213569	0.464580648	0.515622472	0.489724519	-0.02909105	0.069548783	0.160435889	0.682813816	0.689107503	0.695830446	0.338729033	0.354973406	0.341750695	0.421768264
fu96/6	1.897254304	1.059398806	0.305297154	0.369127288	0.250644595	0.210549666	0.196008901	0.220125751	0.13568652	0.048305347	0.712795288	0.636443802	0.559131176	0.366300077	0.333488428	0.327252687	0.341663268
fu96/liao2204	2.155873135	1.61891668	1.228970306	0.426551717	0.541010819	0.818402449	0.446977103	-0.033949565	-0.012635275	0.003341225	0.876618159	0.885244044	0.897114555	0.374514029	0.386864984	0.454078752	0.365050249
fu96/E8501	1.638366995	1.518370723	1.499736171	0.600553077	0.491461076	0.542022428	0.365171672	0.081359406	0.075019143	0.068297786	0.662420463	0.753048053	0.861710212	0.323038401	0.317248706	0.344296549	0.310921649
fu96/J8606	1.402041029	1.258353628	1.225740153	0.380212797	0.334847555	0.30239764	0.374910406	0.080255469	0.093714335	0.106551012	0.997151116	0.860919969	0.75310059	0.347750353	0.280566295	0.241560226	0.274338889
fu96/PHW30	1.855910561	1.494086817	1.190161532	0.450969637	0.492764676	0.561211119	0.540902801	0.054492235	0.067148785	0.071652159	0.686822094	0.652749719	0.61274532	0.281797914	0.296107046	0.302594115	0.326319459
fu96/L139	1.647105974	1.502619021	1.339809474	0.476420272	0.435501784	0.442199639	0.445343301	0.089868013	0.095548186	0.094805428	0.930023485	0.847715974	0.760608596	0.334458393	0.332143102	0.328881688	0.361709613
fu96/PHG47	2.636360449	1.817359743	1.113763318	0.690039122	0.580284857	0.602990661	0.5264404	0.075434497	0.069516217	0.057124397	0.928605785	0.831631918	0.771184626	0.452263253	0.439735973	0.427417266	0.487778039
Ms71/fu96	1.687155262	1.520490302	1.451875078	0.48188795	0.385043452	0.398129719	0.317334813	0.162041402	0.138465531	0.109843792	0.853963102	0.814527333	0.796122666	0.340048698	0.307712427	0.278637688	0.346150371
Ms71/L139	1.527915813	1.472005309	1.498458643	0.462573231	0.237247343	0.159680793	0.101624879	0.182312776	0.183118785	0.184309962	0.826393535	0.775347324	0.708491916	0.30421703	0.284201692	0.306120759	0.269213956
Ms71/PHG47	NA	2.112428564	1.630695889	NA	0.618644823	NA	0.380559953	NA	0.138236368	0.128871139	NA	0.830817374	0.761029089	NA	0.412637482	NA	0.42768285
468-3/C521	NA	1.352106717	1.544778379	NA	0.421896146	NA	0.407761679	NA	0.125024109	0.103492137	NA	0.786560472	0.773559581	NA	0.403229649	NA	0.392316841
468-3/M3	1.157307297	1.13811936	1.160579369	0.527674128	0.5846909	0.686345977	0.626565044	0.085645807	0.120991471	0.153011746	0.598317449	0.630998211	0.647886949	0.321154891	0.348149369	0.391913774	0.355536385
468-3/MDF-13D	1.275322777	1.34866195	1.517146442	0.485510864	0.483312804	0.57028906	0.443438548	0.159891985	0.178590492	0.196117775	0.623276689	0.810894158	1.038872786	0.435040564	0.4472896	0.546577736	0.386518245
468-3/R31	1.119961455	1.193256544	1.371400012	0.509941151	0.453758994	0.578056635	0.300202531	0.122534496	0.192918391	0.255254812	0.936590423	0.910709075	0.892230799	0.354970199	0.329299055	0.35698292	0.289337041
468-3/fu96	1.148422729	1.015500547	0.885958931	0.448542133	0.401783028	0.44119269	0.358608302	0.10384879	0.108621797	0.099483111	0.693817692	0.642330513	0.578199635	0.36500244	0.328516627	0.326440068	0.320692045
468-3/Ms71	1.099652461	1.060034174	1.078520306	0.499579606	0.420268075	0.458959925	0.353447525	0.170092194	0.163952842	0.150190018	0.527793854	0.48261612	0.415310083	0.359037896	0.34741851	0.36341321	0.354645652
468-3/PHJ40	1.003409043	0.844817431	0.710235472	0.517338027	0.377166023	0.285224595	0.436139075	0.149614139	0.125178958	0.088089844	0.472041825	0.490093108	0.481969649	0.408227437	0.347037563	0.269981535	0.397027508
468-3/zhangxi28	1.330099835	1.195550386	1.139665552	0.585701711	0.466046555	0.467043686	0.410868131	0.143025836	0.154648943	0.157816982	0.529587441	0.514226173	0.495322757	0.446842874	0.423392637	0.43672756	0.43751317
468-3/MO113	0.905713633	0.908427151	0.996285375	0.585104396	0.512681268	0.547939782	0.475793633	0.127539881	0.135169528	0.141952444	0.277421074	0.41590667	0.542414067	0.352827607	0.362022711	0.35826362	0.419566822
468-3/PHG47	1.360225175	1.03663678	0.773025808	0.721634891	0.599684718	0.620937426	0.542700217	0.074451408	0.117348492	0.151389654	0.602050927	0.503776157	0.381115554	0.41682092	0.435466546	0.476416062	0.459407199
DM101B/fu96	1.151059767	1.055299667	1.003715654	0.214799377	0.321560862	0.483816322	0.310255427	0.140146618	0.136328335	0.127860665	0.618675284	0.619075181	0.608308964	0.288968897	0.325084375	0.353394793	0.360950943
DM101B/Ms71	1.207300011	1.041053068	0.886102329	0.564180003	0.398607259	0.384611266	0.278424649	0.172439564	0.159115059	0.151961959	0.60724007	0.561348845	0.498699735	0.40987739	0.335227416	0.298758777	0.32614071
DM101B/468-3	0.647767437	0.603557128	0.609156195	0.403584325	0.404045549	0.462926511	0.39258428	0.019890544	0.061816759	0.105779161	0.368081707	0.343091685	0.281564294	0.329968855	0.319338847	0.324612236	0.326114434
DM101B/PHJ40	1.125789234	0.997644365	0.906450452	0.466762702	0.290881716	0.118603223	0.41133337	0.128548374	0.128027355	0.13043111	0.482824419	0.514134639	0.522051887	0.412932803	0.306593274	0.166348369	0.386618313
DM101B/PHR30	0.683439459	0.676403471	0.815108286	0.424781168	0.392693996	0.374911169	0.435605881	0.039021564	0.026731899	0.022038313	0.435481803	0.46045284	0.469853642	0.299329965	0.284631686	0.241560606	0.344589358
1614/468-3	0.493336292	0.633765497	0.960079539	0.419280122	0.370881539	0.418904361	0.302311587	0.015868994	0.044066326	0.07709607	0.213248371	0.381709933	0.528336095	0.313028936	0.289177062	0.313859065	0.25906156
1614/DM101B	0.80600704	0.842720137	0.93178182	0.477380198	0.416396877	0.411456519	0.405754355	0.10208502	0.109659304	0.132519253	0.371099366	0.449675399	0.493128428	0.304125039	0.280221447	0.283329795	0.272237166
changK/468-3	1.435558796	1.268612442	1.177588975	0.659525804	0.482779159	0.473470619	0.355951667	0.139251751	0.197641734	0.247370965	0.814781078	0.654854012	0.488082783	0.428133707	0.373760838	0.406749884	0.31117001
changK/DM101B	1.326569305	1.10894159	1.025340242	0.45410696	0.44271105	0.431347605	0.515533593	0.343131893	0.201950537	0.06987718	0.734372777	0.599897576	0.457621868	0.331772325	0.333747148	0.317553173	0.381712352
gan41/1614	0.979452957	0.977328921	1.017906174	0.339024855	0.372084322	0.414236374	0.410911627	-0.014750159	0.041342568	0.100764635	0.331936208	0.437328887	0.522124317	0.295546946	0.281800538	0.257519583	0.321726327
gan41/changK	2.027968673	1.323564183	0.71826111	0.596388015	0.478725942	0.471409044	0.41324631	0.105446208	0.093952248	0.078640358	0.95693124	0.833952762	0.727625477	0.41557722	0.384786343	0.373737558	0.395256481
huotanghuang/1614	0.7683866	0.953469496	1.369536278	0.38106051	0.410439068	0.503654327	0.389309908	0.179369572	0.133110473	0.098377711	0.369994339	0.518275918	0.65291744	0.283647673	0.306807585	0.339809677	0.32484485
huotanghuang/changK	2.095455508	1.602659057	1.19826842	0.518977085	0.440594917	0.446088469	0.415746373	0.102629661	0.071632178	0.05996622	0.911862615	0.767798447	0.61280828	0.345032729	0.319651558	0.347942238	0.299245527
huotanghuang/gan41	0.90162168	0.684853561	0.570710368	0.332831512	0.330778241	0.451895309	0.230052882	-0.044424976	-0.032620402	-0.014794225	0.542274232	0.625821982	0.698981871	0.31622963	0.312054214	0.358913966	0.29248859
yuanwu05/changK	2.025043515	1.873567293	1.920512626	0.592227614	0.55305913	0.525573377	0.635065886	0.232541288	0.140880128	0.063765801	0.902269687	0.765098853	0.627828154	0.373612092	0.383437645	0.368615016	0.456230956
yuanwu05/gan41	1.294687019	1.034446194	0.762030277	0.444776749	0.386408378	0.393966378	0.361448765	0.029207594	0.02547105	0.022920821	0.635821436	0.666008505	0.65520527	0.392252919	0.373285018	0.355010967	0.413844456
yuanwu05/huotanghuang	1.057852956	0.996490431	1.079792314	0.528298048	0.437833952	0.447918779	0.384074308	0.105052479	0.051948515	0.013948445	0.412694938	0.459533761	0.482864534	0.35887546	0.342922202	0.342030295	0.369768048
ji432/gan41	0.852581443	0.74921125	0.820564453	0.347504704	0.389159977	0.511838775	0.336860911	0.03782433	0.025241397	0.016655993	0.624763398	0.593321597	0.554718889	0.347670917	0.304802752	0.319976534	0.280761601
ji432/huotanghuang	0.909935255	0.965961511	1.387509301	0.453736189	0.493511146	0.601379986	0.46641115	0.123285092	0.083036038	0.077176751	0.374374198	0.583643503	0.711275078	0.382533579	0.341876246	0.354799645	0.322145936
ji432/yuanwu05	1.188620204	1.22686972	1.494058711	0.626503956	0.543182809	0.510156006	0.562249022	0.007841285	0.020725529	0.037970505	0.519618461	0.606863347	0.656864546	0.413304013	0.365305827	0.340873925	0.387958238
DM07/2MA22	1.590242134	1.329733216	1.122203431	1.120514444	0.639527471	0.58983082	0.335252166	0.002358292	0.045825919	0.090084966	0.761815081	0.746465135	0.688986403	0.41870082	0.405096539	0.417537502	0.421162245
DM07/xuan6	1.484533811	1.43787607	1.458399001	0.519193197	0.55769393	0.654403815	0.568201502	0.072725966	0.102785304	0.128658189	0.695585286	0.638960603	0.565550191	0.466540956	0.452280024	0.472105554	0.444415243
DM07/5707	1.161727389	1.091868575	1.068499444	0.640205302	0.455060215	0.432505952	0.339584916	0.03770252	0.051594966	0.06326662	0.575144836	0.540268273	0.484810889	0.44435836	0.357350169	0.305529187	0.355430636
DM07/FBHJ	1.455758063	1.351764597	1.26388926	0.620787381	0.430100747	0.369575672	0.356400184	0.065968687	0.061348249	0.066102817	0.655247117	0.58934438	0.509580031	0.312968893	0.278354939	0.258926151	0.286007372
B09/DM07	NA	1.117745119	1.114803349	NA	0.284326421	0.159504245	0.362621661	NA	0.046157556	0.101215939	NA	0.544592185	0.506561863	NA	0.2809558	0.229274395	0.321952693
B09/5707	NA	1.581168523	1.181296309	NA	0.286669855	0.167159225	0.372000862	NA	-0.003368537	-0.025090821	NA	0.751215604	0.766214051	NA	0.277042911	0.202453422	0.332695229
B09/FBHJ	NA	1.833840155	1.627847942	NA	0.219009922	-0.039875247	0.370266143	NA	0.084466003	0.097128696	NA	0.807201726	0.766137414	NA	0.228584122	0.145319126	0.306825214
lan766-4-2/DM07	1.134196926	1.266473511	1.61382277	0.551554134	0.359008022	0.298207234	0.270851527	-0.040609405	0.069405877	0.19904967	0.465517167	0.520469924	0.563564986	0.339341947	0.32264529	0.298222005	0.361588987
lan766-4-2/B09	NA	2.223993774	2.26591876	NA	0.141124186	-0.20858502	0.374786576	NA	0.197012721	0.293575653	NA	0.748615869	0.860816855	NA	0.332782047	0.249295154	0.412975018
baiU8112/DM07	NA	0.990126992	1.464705034	0.585650827	0.405847106	0.383984268	0.316645304	NA	0.097650833	0.154261718	NA	0.699695074	0.764475593	0.363994438	0.336049587	0.388385465	0.316613731
baiU8112/B09	NA	2.048277965	2.109566964	NA	0.251970892	0.109241954	0.362244287	NA	0.203447851	0.157880491	NA	1.033459124	1.093711274	NA	0.316892725	0.320893636	0.333842425
baiU8112/lan766-4-2	NA	2.253043555	2.19465885	0.602658808	0.39047321	0.320925141	0.316230627	NA	0.189777604	0.248798365	NA	0.791816504	0.87480024	0.322154168	0.316305083	0.34114586	0.346281909
J8606/B09	NA	1.688307404	1.728351375	NA	0.346842287	0.147052382	0.609026974	NA	0.092628968	0.100506831	NA	0.851285163	0.870918574	NA	0.315071705	0.197062748	0.389481596
NN14B/M3	1.978883857	1.798263133	1.706804432	0.604944577	0.458071036	0.467215268	0.358467304	0.056367094	0.127141823	0.210669073	0.678833426	0.757565819	0.836781093	0.342393004	0.333926684	0.341094134	0.339179576
NN14B/1145	1.801682726	1.523105775	1.372780109	0.629962735	0.453561053	0.442704079	0.322416517	0.152775062	0.149410682	0.151961959	0.766227894	0.739889855	0.720796416	0.424171968	0.348732793	0.33098907	0.313076318
NN14B/SC11-1	1.346708396	1.122573491	1.022150317	0.651152722	0.472654545	0.528882376	0.265304643	0.102649267	0.096949135	0.093469697	0.491096738	0.554095021	0.594506174	0.313268479	0.285858884	0.310647401	0.257568879
NN14B/W968	1.233392505	1.232809855	1.401512734	0.586127215	0.507586919	0.598031947	0.366034282	0.103006944	0.146995698	0.190582649	0.576813852	0.556083006	0.518581115	0.351074214	0.315290986	0.32480029	0.295224152
NN14B/468-3	1.152823237	0.94724708	0.777418774	0.661404075	0.390316021	0.42185517	0.105205335	0.133377489	0.138810779	0.135285227	0.344403708	0.3928799	0.408830765	0.383817083	0.30055637	0.312289523	0.227752211
NN14B/changK	2.490057985	1.75457953	1.337657313	0.586164242	0.470728146	0.482077985	0.402554937	0.275479624	0.254417473	0.23292944	0.684291543	0.589702211	0.481335449	0.323928805	0.294190322	0.284322773	0.306850021
NN14B/lan766-4-2	1.87130573	1.43847186	1.098325703	0.556999329	0.291116091	0.207710071	0.151602237	0.319034859	0.281624476	0.234075402	0.382307649	0.415571055	0.427039497	0.318863287	0.245550863	0.179590806	0.269499714
NN14B/baiU8112	NA	1.42316469	1.004648901	0.482709998	0.231605642	0.15047155	0.126664292	NA	0.111930263	0.07181395	NA	0.623398481	0.580506414	0.284801401	0.225004662	0.243353636	0.203095121
NN14B/J8606	1.50568404	1.264993478	1.16185053	0.547359659	0.365317806	0.284141901	0.326636862	0.069495206	0.114657846	0.169863664	0.658353921	0.570475236	0.46895257	0.341176957	0.22299374	0.176607425	0.175865098
NN14B/T24	2.209916236	1.655907467	1.209216766	0.695236289	0.429200551	0.26185499	0.400769546	0.109649119	0.063526352	0.032104008	0.685454453	0.640798402	0.588035468	0.408576049	0.262995887	0.161987184	0.267448669
